Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
16/03/2020 16:53:20,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2019,UFPR,"PET, Monitoria",,,,0,Não,1,4,Sim,"R, SAS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,190,90,19/09/1996,Trabalho ocasional,Com os pais,4,Curitiba,B (carro),Carro/moto próprio,20,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin, Outras",55,B se chama Bouba e A se chama Kiki.
16/03/2020 17:56:54,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2008,Faculdades Integradas Espírita,,2012,2014,UFPR,2,Não,1,0,Não,,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,183,108,10/08/1981,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,20,15,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin",40,A se chama Bouba e B se chama Kiki.
16/03/2020 17:57:58,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2014,UFMS,"Iniciação científica, Monitoria, Projeto de extensão",2015,2016,UFPR,1,Não,1,0,Sim,R,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pela pós-graduação,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,55,01/12/1993,Trabalho com carteira assinada/Vínculo Formal,Com os pais,0,Outro Estado,B (carro),Carro/moto próprio,5,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",48,B se chama Bouba e A se chama Kiki.
16/03/2020 17:59:11,UNILA,,Mestrado Acadêmico,Ciências Exatas,2013,Udc ,"Iniciação científica, Projeto de extensão",,,,1,Não,1,4,Sim,"Statistica, Excel, origin",Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,180,92,06/07/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,2,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,Facebook,45,B se chama Bouba e A se chama Kiki.
16/03/2020 17:59:39,UEPG,,Doutorado,Ciências Biológicas,2017,UFPR,"Monitoria, Projeto de extensão",2018,2020,UEPG,0,Não,0,0,Não,,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,54,16/09/1993,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Curitiba,B (carro),Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",56,B se chama Bouba e A se chama Kiki.
16/03/2020 17:59:51,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2017,UFRRJ,"Iniciação científica, Monitoria, Projeto de extensão",,,,2,CAPES,1,0,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,163,58,26/01/1992,Bolsista em tempo integral,Sozinho,3,Outro Estado,Não,Transporte público,30,5,Gato,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",48,B se chama Bouba e A se chama Kiki.
16/03/2020 18:00:10,UEPG,,Mestrado Profissional,Ciências Biológicas,2018,CESCAGE,Monitoria,,,,1,CAPES,1,0,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,UEPG ,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,160,56,09/02/1996,Bolsista em tempo integral,Com outros familiares,1,Interior do Paraná,B (carro),Carro/moto próprio,5,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",45,A se chama Bouba e B se chama Kiki.
16/03/2020 18:00:36,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2015,UTFPR,"Iniciação científica, Projeto de extensão",,,,1,Não,1,0,Sim,"Excel, Matlab",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,174,70,08/06/1992,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,45,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",54,A se chama Bouba e B se chama Kiki.
16/03/2020 18:01:17,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2018,UNIJUI,Iniciação científica,,2021,,12,CAPES,1,8,Sim,Excel,Não sei ainda,4,Conseguir um emprego.,Por ex-alunos da Disciplina,Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,110,23/06/1988,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",1,Outro Estado,A e B (moto e carro),A pé,16,14,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",58,B se chama Bouba e A se chama Kiki.
16/03/2020 18:01:19,UEPG,,Doutorado,Ciências Exatas,2016,UNICENTRO,"Iniciação científica, Projeto de extensão",2017,2019,UNICENTRO,5,Não,0,0,Sim,"SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,178,62,18/10/1991,Trabalho com carteira assinada/Vínculo Formal,Sozinho,0,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,20,5,Não possuo,Não toco nenhum instrumento,"Facebook, Google+, Instagram",54,B se chama Bouba e A se chama Kiki.
16/03/2020 18:02:38,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Biológicas,2016,UENP,Iniciação científica,,,,3,CAPES,1,15,Sim,"SAS, Excel, Prism",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,192,85,02/07/1994,Bolsista em tempo integral,Com amigos,1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,3,0,Gato,Não toco nenhum instrumento,"Facebook, Instagram",61,B se chama Bouba e A se chama Kiki.
16/03/2020 18:03:48,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2016,UFPR,"Iniciação científica, Monitoria",2018,2020,UFPR,4,CAPES,1,1,Sim,"R, Excel",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,181,71,01/08/1994,Bolsista em tempo integral,Com os pais,2,Curitiba,B (carro),Carro/moto próprio,10,0,Cachorro,Outro,"Facebook, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:04:05,UFPR,SD - Saúde,Mestrado Profissional,Ciências Biológicas,2014,UFPR ,"Iniciação científica, Monitoria",,,,0,Não,0,1,Sim,Statistica,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,168,72,15/01/1990,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,15,3,Cachorro,Não toco nenhum instrumento,"Facebook, Linkedin",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:04:31,UNIOESTE,,Doutorado,Ciências Humanas,2013,UFPI,"Monitoria, Projeto de extensão",2016,2018,UNIOESTE,3,CAPES,1,8,Não,,Não sei ainda,8,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,159,60,20/12/1990,Bolsista em tempo integral,Sozinho,7,Outro Estado,Não,Transporte público,40,10,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",42,B se chama Bouba e A se chama Kiki.
16/03/2020 18:05:20,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2019,UFPR,Iniciação científica,,,,0,Não,1,0,Sim,Excel,Não sei ainda,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,157,58,04/03/1996,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,20,15,Cachorro,Violão,"Facebook, Instagram",40,A se chama Bouba e B se chama Kiki.
16/03/2020 18:06:14,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2016,UEPB,Iniciação científica,2016,2018,UFPR,2,CNPQ,1,0,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,56,23/07/1992,Bolsista em tempo integral,Com amigos,1,Outro Estado,A e B (moto e carro),ônibus disponibilizado pela UFPR (Intercampi),40,0,Gato,"Flauta, Outro","Facebook, Twitter, Instagram, Linkedin, Outras",48,B se chama Bouba e A se chama Kiki.
16/03/2020 18:07:49,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2015,UTFPR,"Iniciação científica, Projeto de extensão, PIBID",2016,2018,,2,CNPQ,1,2,Sim,"R, Statistica, SPSS",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,153,48,19/05/1990,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,3,Outro Estado,B (carro),Carro/moto próprio,15,1,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",43,B se chama Bouba e A se chama Kiki.
16/03/2020 18:08:04,UEPG,,Doutorado,Ciências Biológicas,2017,CESCAGE,"Iniciação científica, Monitoria, Projeto de extensão",2018,2020,UEPG,3,CAPES,1,2,Sim,"Minitab, Statistica, SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,177,76,22/07/1994,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,Não,Táxi/Aplicativo,5,20,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",47,B se chama Bouba e A se chama Kiki.
16/03/2020 18:08:08,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2019,UEPG,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,CNPQ,1,0,Sim,Excel,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,157,49,14/03/1997,Bolsista em tempo integral,Com os pais,0,Outro País,A e B (moto e carro),Carro/moto próprio,10,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",53,B se chama Bouba e A se chama Kiki.
16/03/2020 18:08:16,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2017,UTFPR,"Iniciação científica, Monitoria, Projeto de extensão",2017,2019,UTFPR,0,Não,1,1,Sim,"Minitab, Excel, Matlab",Certamente sim,10,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,175,62,08/09/1980,Trabalho por contrato,Com outros familiares,3,Interior do Paraná,A e B (moto e carro),Transporte público,30,2,Não possuo,"Violão, Outro",Linkedin,55,A se chama Bouba e B se chama Kiki.
16/03/2020 18:10:05,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2019,UTP,"Iniciação científica, Projeto de extensão",,,,0,Não,1,0,Não,,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,57,24/11/1995,Bolsista em tempo integral,Com os pais,0,Curitiba,B (carro),Carro/moto próprio,20,6,Pássaro,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",60,A se chama Bouba e B se chama Kiki.
16/03/2020 18:10:27,UEPG,,Mestrado Acadêmico,Ciências Exatas,2019,UEPG,"Iniciação científica, PET, Estágio não obrigatório ",,,,0,CAPES,1,0,Sim,"R, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,171,85,26/04/1997,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,B (carro),Carro/moto próprio,25,2,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",65,A se chama Bouba e B se chama Kiki.
16/03/2020 18:11:26,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2015,Universidade Tuiuti do Paraná,,,,,0,CAPES,1,0,Sim,GraphPad Prism,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,157,51,19/01/1994,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,2,Curitiba,Não,Transporte público,30,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:11:28,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2002,UFPR,Projeto de extensão,,2006,UFPR,2,Não,0,1,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,60,01/01/2020,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge,3,Curitiba,B (carro),Carro/moto próprio,7,0,Não possuo,Não toco nenhum instrumento,Nenhuma,48,A se chama Bouba e B se chama Kiki.
16/03/2020 18:12:30,UFPR,AG - Agrárias,Aluna externa no mestrado. ,Ciências Biológicas,2019,UFPR,Projeto de extensão,,,,0,Não,2,0,Sim,Excel,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,157,70,26/05/1993,Possuo uma empresa ,Com os pais,1,Curitiba,B (carro),Transporte público,30,10,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",58,A se chama Bouba e B se chama Kiki.
16/03/2020 18:13:10,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2014,Ufpr,"Iniciação científica, Monitoria",,2021,,4,Não,1,0,Não,,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,63,28/06/1988,Autônomo ,Com o namorado(a)/noivo(a)/cônjuge,1,Outro Estado,B (carro),Carro/moto próprio,25,6,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",56,B se chama Bouba e A se chama Kiki.
16/03/2020 18:15:38,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Exatas,2019,UnC,Projeto de extensão,,2021,,0,Ainda não saiu o resultado da bolsa,1,0,Sim,Excel,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Presencial,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,50,30/08/1997,Pretendo ser bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",1,Outro Estado,A e B (moto e carro),A pé,20,10,Cachorro,Teclado,"Facebook, Instagram, Linkedin",35,B se chama Bouba e A se chama Kiki.
16/03/2020 18:16:24,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Exatas,2019,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",2020,2022,UFPR,0,Não,1,0,Sim,"Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,167,67,22/04/1997,No momento estou aguardando o edital de bolsas,"Pensão, quarto alugado ou algo similar",2,Interior do Paraná,A e B (moto e carro),Bicicleta,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",55,B se chama Bouba e A se chama Kiki.
16/03/2020 18:19:47,UNILA,,Doutorado,Ciências Exatas,2012,UNE (Paraguay),,2013,2016,UBA (Argentina),1,Não,2,33,Sim,"R, Excel",Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,157,55,17/06/1988,Trabalho com carteira assinada/Vínculo Formal,Com os pais,6,Outro País,B (carro),Carro/moto próprio,40,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",55,B se chama Bouba e A se chama Kiki.
16/03/2020 18:20:22,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Biológicas,2018,UEAP,,,2021,,0,Não,1,0,Não,,Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,181,108,20/08/1993,Desempregado,Com os pais,1,Outro Estado,B (carro),A pé,10,0,Não possuo,Outro,"Facebook, Twitter, Google+, Instagram",50,B se chama Bouba e A se chama Kiki.
16/03/2020 18:21:08,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2014,UFPR,"PET, Escola Piloto da Engenharia Química",2020,,,1,CAPES,1,0,Sim,"Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,166,60,16/12/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,2,Outro Estado,B (carro),Carro/moto próprio,20,1,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",60,B se chama Bouba e A se chama Kiki.
16/03/2020 18:23:03,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2016,UNICENTRO,"Iniciação científica, Monitoria",2016,2018,UFPR,2,Não,1,0,Sim,"Minitab, Statistica, Excel",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,187,92,01/05/1992,Trabalho com carteira assinada/Vínculo Formal,Com os pais,0,Interior do Paraná,B (carro),Transporte público,25,5,"Cachorro, Gato","Violão, Guitarra, Bateria","Facebook, Instagram, Linkedin",42,B se chama Bouba e A se chama Kiki.
16/03/2020 18:23:48,UTFPR,,Doutorado,Ciências Humanas,2004,UFPR,Monitoria,2015,2017,Université Laval,0,Não,2,8,Sim,"Minitab, Excel",Não sei ainda,8,Morar em outro país.,Site da UFPR ou instituição de origem,Sim,Remota,Não,Sim,Totalmente em escola pública,Ensino médio tradicional,Feminino,176,50,11/03/1982,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Curitiba,B (carro),Transporte público,40,6,Não possuo,Piano,Instagram,57,B se chama Bouba e A se chama Kiki.
16/03/2020 18:25:39,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2014,UFPR,"PET, Escola Piloto",2022,,,1,CAPES,1,0,Sim,"Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,166,60,16/12/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,2,Outro Estado,B (carro),Carro/moto próprio,20,1,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",65,B se chama Bouba e A se chama Kiki.
16/03/2020 18:27:20,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2016,UEPG,"Monitoria, Projeto de extensão",,,,0,CAPES,0,0,Não,,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,152,48,19/04/1993,Bolsista em tempo integral,Com os pais,1,Curitiba,B (carro),Carro/moto próprio,25,3,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
16/03/2020 18:29:06,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2004,UFPR,"Monitoria, Projeto de extensão",2013,2015,UFPR,5,Não,0,2,Sim,"SPSS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,186,88,22/09/1982,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Curitiba,B (carro),Carro/moto próprio,20,4,Não possuo,Piano,"Facebook, Instagram, Linkedin",42,B se chama Bouba e A se chama Kiki.
16/03/2020 18:29:28,UFPR,AG - Agrárias,Doutorado,Ciências Exatas,2017,UFRA,"Iniciação científica, Monitoria, Projeto de extensão",2018,2020,UFPR,10,CAPES,1,7,Sim,"R, Excel",Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,155,67,04/01/1992,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",2,Outro Estado,B (carro),Táxi/Aplicativo,5,40,Não possuo,"Não toco nenhum instrumento, Violão","Facebook, Instagram, Linkedin",60,B se chama Bouba e A se chama Kiki.
16/03/2020 18:29:42,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2017,UFAL,"Iniciação científica, Monitoria",2017,2019,UFPR,0,CNPQ,1,0,Sim,"Statistica, Excel",Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,168,56,05/07/1994,Bolsista em tempo integral,Com outros familiares,1,Outro Estado,Não,Transporte público,60,10,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",48,B se chama Bouba e A se chama Kiki.
16/03/2020 18:30:00,UEPG,,Doutorado,Ciências Biológicas,2008,UEPG,"Iniciação científica, Monitoria, Projeto de extensão",2010,2012,UEPG,5,Não,0,34,Sim,"SPSS, GraphPad Prism",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola pública,Supletivo,Feminino,156,67,22/02/1978,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Interior do Paraná,B (carro),Carro/moto próprio,25,10,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
16/03/2020 18:30:15,UEPG,ED - Educação,Mestrado Acadêmico,Ciências Humanas,2016,UFRRJ,Pibid,,,,0,Não,0,4,Não,Excel,Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,170,67,17/10/1988,Pensionista,Sozinho,0,Outro Estado,Não,Transporte público,40,4,Gato,Violão,"Facebook, Twitter, Instagram",45,B se chama Bouba e A se chama Kiki.
16/03/2020 18:31:03,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2018,UFSC,"Iniciação científica, Monitoria",2018,2020,UDESC,2,Não,1,8,Sim,Statistica,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,163,54,14/09/1990,Bolsista em tempo integral,Com os pais,2,Outro Estado,B (carro),Táxi/Aplicativo,20,10,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",48,B se chama Bouba e A se chama Kiki.
